ACARA SML ID,AGE ID,Notes,School Name,Contact Name,Position,Contact Number,Email,Suburb,State,Postcode,School Sector,School Type,School URL,Screenrights License Yes/No,Year Range,Geolocation,Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),individual account
47461,46572,,Charleville State High School,,,,,Charleville,QLD,4470,Government,Secondary,http://www.charlevilleshs.eq.edu.au,Yes,7-12,Very Remote,36,34.2,21,16.3,246,114,132,245.8,24,7,Yes
43536,14013,,St Francis Xavier Primary School,,,,,Woolgoolga,NSW,2456,Catholic,Primary,http://www.woolplism.catholic.edu.au,Yes,K-6,Inner Regional,20,17,15,8.5,245,121,124,245,4,11,most likely
49553,6982,,Seaview Downs Primary School,,,,,Seaview Downs,SA,5049,Government,Primary,http://www.seaviewdps.sa.edu.au,Yes,R-7,Major Cities,17,14.6,11,6.5,245,132,113,245,1,12,most likely
49598,7164,,Surrey Downs R-7 School,,,,,Surrey Downs,SA,5126,Government,Primary,http://www.surreydr7.sa.edu.au,Yes,"U, R-7",Major Cities,18,15.3,18,11.7,245,124,121,245,2,15,Yes
45934,1167,,St Mary's School,,,,,Robinvale,VIC,3549,Catholic,Combined,http://www.smrobinvale.catholic.edu.au,Yes,Prep-8,Outer Regional,19,17.6,16,8.4,245,120,125,245,2,29,Yes
48238,15197,,Fitzroy Valley District High School,,,,,Fitzroy Crossing,WA,6765,Government,Combined,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4149,Yes,K-12,Very Remote,29,25.8,28,25.3,245,111,134,239,93,75,most likely
49982,2050,,Sts Peter and Paul Primary School,,,,,Garran,ACT,2605,Catholic,Primary,http://www.stpandp.act.edu.au,Yes,K-6,Major Cities,20,16.2,10,5.1,245,138,107,245,2,15,possibly no
43121,6378,,Coomealla High School,,,,,Dareton,NSW,2717,Government,Secondary,http://www.coomealla-h.schools.nsw.edu.au,Yes,"U, 7-12",Outer Regional,30,29.4,11,9.2,245,128,117,244.6,34,6,possibly no
42250,9819,,Lismore South Public School,,,,,South Lismore,NSW,2480,Government,Primary,http://www.lismoresth-p.schools.nsw.edu.au,Yes,P-6,Inner Regional,16,16.9,5,3.7,244,138,106,244,17,4,possibly no
40188,8306,,East Devonport Primary School,,,,,East Devonport,TAS,7310,Government,Primary,http://education.tas.edu.au/eastdevonportprimary/,Yes,K-6,Inner Regional,17,15.4,27,14.8,244,125,119,228.4,27,0,possibly no
41071,7598,,Dobroyd Point Public School,,,,,Haberfield,NSW,2045,Government,Primary,http://www.dobroydpt-p.schools.nsw.edu.au,Yes,K-6,Major Cities,15,14.3,3,2.4,243,121,122,243,2,22,possibly no
44349,5389,,Kialla West Primary School,,,,,Kialla West,VIC,3631,Government,Primary,http://www.kiallawestps.vic.edu.au/pages/abtus.htm,Yes,Prep-6,Inner Regional,18,14.2,3,1.6,244,115,129,243.4,0,1,possibly no
48435,12479,,Manjimup Primary School,,,,,Manjimup,WA,6258,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5284,Yes,K-6,Outer Regional,17,13.7,18,11.7,244,105,139,233.6,12,13,Yes
40039,2819,,Eastside Lutheran College,,,,,Warrane,TAS,7018,Independent,Combined,http://www.elc.tas.edu.au,Yes,Prep-10,Inner Regional,29,24,25,18.6,243,117,126,243,13,1,possibly no
40166,8277,,South George Town Primary School,,,,,George Town,TAS,7253,Government,Primary,http://education.tas.edu.au/southgeorgetownprimary/Pages/Home.aspx,Yes,K-6,Outer Regional,22,17.1,19,10.5,243,127,116,233.4,14,1,Yes
41242,7678,,Terrey Hills Public School,,,,,Terrey Hills,NSW,2084,Government,Primary,http://www.terreyhill-p.schools.nsw.edu.au,Yes,K-6,Major Cities,12,14.6,3,2.4,243,113,130,243,1,16,Yes
41694,7829,,Blacktown North Public School,,,,,Blacktown,NSW,2148,Government,Primary,http://www.blacktownn-p.schools.nsw.edu.au,Yes,"U, K-6",Major Cities,15,20.5,3,3.5,243,120,123,243,1,93,possibly no
41736,10834,,Lapstone Public School,,,,,Glenbrook,NSW,2773,Government,Primary,http://www.lapstone-p.schools.nsw.edu.au,Yes,K-6,Major Cities,14,13.3,3,2.4,243,127,116,243,2,10,Yes
42674,10488,,Red Hill Public School,,,,,Wagga Wagga,NSW,2650,Government,Primary,https://redhill-p.schools.nsw.gov.au,Yes,"U, P-6",Inner Regional,16,18.5,11,8.2,243,125,118,243,47,8,possibly no
43082,16177,,Bowen Public School,,,,,Orange,NSW,2800,Government,Primary,http://www.bowen-p.schools.nsw.edu.au,Yes,"U, K-6",Inner Regional,19,25,7,6.4,243,115,128,243,51,1,Yes
46880,52807,,Rosedale State School,,,,,Rosedale,QLD,4674,Government,Combined,http://www.rosedaless.eq.edu.au,Yes,Prep-12,Outer Regional,30,26.3,26,15.9,243,124,119,243,18,2,Yes
44193,10134,,Haddon Primary School,,,,,Haddon,VIC,3351,Government,Primary,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=3796c00c-ed32-de11-9c94-002185cd8e5c,Yes,Prep-6,Inner Regional,17,14,6,4.4,243,114,129,243,0,2,Yes
44784,9475,,Herne Hill Primary School,,,,,Hamlyn Heights,VIC,3215,Government,Primary,http://www.hernehillk6.vic.edu.au,Yes,Prep-6,Major Cities,18,15.9,9,5.8,243,113,130,243,3,12,possibly no
44934,9326,,Mentone Park Primary School,,,,,Mentone,VIC,3194,Government,Primary,http://www.mentonepark.vic.edu.au,Yes,Prep-6,Major Cities,19,15.2,12,7.8,243,116,127,243,2,22,Yes
45635,1069,,St Patrick's School,,,,,Ballarat,VIC,3350,Catholic,Primary,http://www.spballarat.catholic.edu.au,Yes,Prep-6,Inner Regional,17,14.3,10,5.8,243,125,118,243,0,9,Yes
47275,52769,,Bundaberg West State School,,,,,Bundaberg West,QLD,4670,Government,Primary,http://www.bundabergwestss.eq.edu.au,Yes,Prep-6,Inner Regional,21,19.2,19,12.3,243,116,127,243,19,8,possibly no
47595,57480,,Southport Special School,,,,,Southport,QLD,4215,Government,Special,http://www.southportspecs.eq.edu.au,Yes,Prep-12,Major Cities,67,60.6,83,51,243,82,161,243,4,13,Yes
48075,14252,,Redeemer Lutheran College,,,,,Biloela,QLD,4715,Independent,Combined,http://www.redeemer.qld.edu.au,Yes,Prep-10,Outer Regional,20,18.5,16,11.2,243,134,109,243,1,2,most likely
49579,7079,,Para Hills West Primary School,,,,,Para Hills West,SA,5096,Government,Primary,http://www.parahilwps.sa.edu.au,Yes,R-7,Major Cities,18,14.5,14,9.4,243,125,118,243,2,46,possibly no
49599,7163,,Fairview Park Primary School,,,,,Fairview Park,SA,5126,Government,Primary,http://www.fairviewc7.sa.edu.au,Yes,R-7,Major Cities,18,16,13,7.2,243,118,125,243,2,6,possibly no
50380,29088,,Alpha Omega Senior College,,,,,Auburn,NSW,2144,Independent,Secondary,http://www.aosc.nsw.edu.au/,Yes,10-12,Major Cities,35,31.4,12,11.8,243,116,127,243,1,92,Yes
50391,28619,,Mother Teresa Primary School,,,,,Ormeau,QLD,4208,Catholic,Primary,http://www.motherteresa.qld.edu.au/,Yes,Prep-6,Major Cities,21,16.5,13,7,243,120,123,243,2,4,Yes
40622,14678,,Five Islands Secondary College,,,,,Port Kembla,NSW,2505,Government,Secondary,http://www.fiveislands-h.schools.nsw.edu.au,Yes,"U, 9-12",Major Cities,31,35.6,11,9.6,358,233,125,242.5,6,10,most likely
50682,30198,,Officer Specialist School,,,,,Officer,VIC,3809,Government,Special,http://officerss.vic.edu.au/,Yes,U,Major Cities,40,39.4,64,52.2,243,71,172,242.7,3,25,Yes
41489,7815,,Widemere Public School,,,,,Greystanes,NSW,2145,Government,Primary,http://www.widemere-p.schools.nsw.edu.au,Yes,K-6,Major Cities,11,13.9,3,2.6,242,108,134,242,4,45,possibly no
42012,8968,,Coal Point Public School,,,,,Coal Point,NSW,2283,Government,Primary,http://www.coalpoint-p.schools.nsw.edu.au,Yes,K-6,Major Cities,10,13.2,3,2.4,242,130,112,242,2,9,possibly no
42268,14978,,Nimbin Central School,,,,,Nimbin,NSW,2480,Government,Combined,http://www.nimbin-c.schools.nsw.edu.au,Yes,K-12,Inner Regional,20,23.3,6,6.5,242,115,127,242,20,14,Yes
43242,1691,,St John the Baptist Catholic Primary School,,,,,Freshwater,NSW,2096,Catholic,Primary,http://www.sjbfdbb.catholic.edu.au,Yes,K-6,Major Cities,20,16.5,6,2.2,242,123,119,242,0,10,possibly no
44182,9258,,Scoresby Primary School,,,,,Scoresby,VIC,3179,Government,Primary,http://www.scoresbyps.vic.edu.au,Yes,Prep-6,Major Cities,15,13.6,11,7.1,242,109,133,242,0,24,Yes
44894,9049,,Upwey South Primary School,,,,,Upwey,VIC,3158,Government,Primary,http://www.upweysthps.vic.edu.au/,Yes,Prep-6,Major Cities,18,16.7,7,4.5,242,118,124,242,0,5,Yes
45115,16403,,Southern Autistic School,,,,,Bentleigh East,VIC,3165,Government,Special,http://southernautistic.vic.edu.au/,Yes,U,Major Cities,52,47,69,62.5,242,36,206,228.6,1,41,possibly no
45354,11722,,Beechworth Secondary College,,,,,Beechworth,VIC,3747,Government,Secondary,http://www.bworthsc.vic.edu.au,Yes,7-12,Inner Regional,30,26.3,10,7.6,242,114,128,240.6,2,4,Yes
46924,57460,,Murgon State School,,,,,Murgon,QLD,4605,Government,Primary,http://www.murgonss.eq.edu.au,Yes,Prep-6,Outer Regional,21,20.8,23,14.1,242,118,124,242,49,18,Yes
46950,52903,,Moura State School,,,,,Moura,QLD,4718,Government,Primary,http://www.mourass.eq.edu.au,Yes,Prep-6,Outer Regional,21,18.2,21,11.7,242,106,136,242,11,4,Yes
49731,324,,St John Bosco School,,,,,Brooklyn Park,SA,5032,Catholic,Primary,http://www.sjb.catholic.edu.au,Yes,R-7,Major Cities,17,12.8,12,6,242,127,115,242,0,24,possibly no
48364,12438,,Fairview Primary School,,,,,Collie,WA,6225,Government,Primary,http://fairviewps.wa.edu.au/web/,Yes,K-6,Inner Regional,20,15.5,18,13.2,242,107,135,229.2,3,4,possibly no
50058,7960,,Gunbalanya School,,,,,Gunbalanya,NT,0822,Government,Combined,http://directory.ntschools.net/SchoolProfile.aspx?name=Gunbalanya%20School,Yes,P-12,Very Remote,22,21.5,4,4,242,126,116,242,98,97,possibly no
46552,51290,,Mount Gravatt State School,,,,,Mount Gravatt,QLD,4122,Government,Primary,http://www.mtgravattss.eq.edu.au,Yes,Prep-6,Major Cities,20,16.4,18,10.9,242,116,126,241.4,5,44,Yes
41967,9110,,Stockton Public School,,,,,Stockton,NSW,2295,Government,Primary,https://stockton-p.schools.nsw.gov.au/,Yes,P-6,Major Cities,15,15.7,7,3.6,241,111,130,241,12,6,Yes
42029,6128,,Glendale East Public School,,,,,Glendale,NSW,2285,Government,Primary,http://www.glendalee-p.schools.nsw.edu.au,Yes,K-6,Major Cities,9,14.1,2,2.4,241,117,124,241,14,3,most likely
42358,14691,,Mullaway Public School,,,,,Mullaway,NSW,2456,Government,Primary,http://www.mullaway-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,10,13.9,2,2.4,241,118,123,241,11,5,Yes
42568,10480,,Forest Hill Public School,,,,,Forest Hill,NSW,2651,Government,Primary,http://www.foresthill-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,11,14.2,2,2.4,241,102,139,241,10,4,possibly no
43209,17385,,Holy Family Primary School,,,,,Emerton,NSW,2770,Catholic,Primary,http://www.hfemerton.catholic.edu.au,Yes,K-6,Major Cities,27,25,11,6.1,241,123,118,241,11,36,possibly no
43679,16701,,Holy Saviour School,Dianne Klumpp,Principal,(02) 9740 4822,info@holysaviour.nsw.edu.au,Greenacre,NSW,2190,Independent,Primary,http://www.holysaviour.nsw.edu.au/,Yes,K-6,Major Cities,20,18.3,10,7.9,241,117,124,241,0,86,Yes
43848,16095,,Christadelphian Heritage College Sydney,,,,,Kemps Creek,NSW,2178,Independent,Combined,http://www.hcs.nsw.edu.au,Yes,K-12,Major Cities,24,18.2,13,8.3,241,115,126,241,1,49,possibly no
44814,9233,,Harrisfield Primary School,,,,,Noble Park,VIC,3174,Government,Primary,http://www.harrisfield.ps.vic.edu.au,Yes,Prep-6,Major Cities,18,17.5,8,5.7,241,126,115,241,2,80,Yes
46661,51749,,Ipswich West State School,,,,,West Ipswich,QLD,4305,Government,Primary,http://www.ipswichwestss.eq.edu.au,Yes,Prep-6,Major Cities,16,15.4,14,9.8,241,114,127,241,10,7,Yes
47479,52992,,Home Hill State High School,,,,,Home Hill,QLD,4806,Government,Secondary,http://www.homehillshs.eq.edu.au,Yes,7-12,Outer Regional,32,29.7,20,12.6,241,100,141,241,12,4,Yes
48530,15225,,Lake Monger Primary School,,,,,Wembley,WA,6014,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5450,Yes,K-6,Major Cities,19,14.4,12,6,241,110,131,227,2,81,possibly no
52468,80002,,Playford College,,,,,Elizabeth,SA,5112,Independent,Combined,http://www.playfordcollege.sa.edu.au,Yes,R-8,Major Cities,19,17.2,7,4.7,241,123,118,241,0,100,possibly no
40008,13,,St James Catholic College,,,,,Cygnet,TAS,7112,Catholic,Combined,http://www.sjcc.tas.edu.au,Yes,Prep-10,Outer Regional,28,23.1,19,11,240,105,135,240,34,0,possibly no
40018,31,,St Cuthbert's Catholic School,,,,,Lindisfarne,TAS,7015,Catholic,Primary,http://www.stcuthberts.tas.edu.au,Yes,Prep-6,Inner Regional,18,13.4,12,5.2,240,108,132,240,5,4,Yes
41963,9152,,Shortland Public School,,,,,Shortland,NSW,2307,Government,Primary,http://www.shortland-p.schools.nsw.edu.au,Yes,"U, K-6",Major Cities,17,18.3,6,5.4,240,113,127,240,15,22,possibly no
42338,15985,,North Haven Public School,,,,,North Haven,NSW,2443,Government,Primary,http://www.northhaven-p.schools.nsw.gov.au,Yes,K-6,Inner Regional,13,15.6,4,2.8,240,115,125,240,10,4,Yes
42881,10010,,Figtree Heights Public School,,,,,Figtree,NSW,2525,Government,Primary,http://www.figtreehts-p.schools.nsw.edu.au,Yes,K-6,Major Cities,9,13.3,2,2.3,240,119,121,240,3,19,possibly no
42960,11059,,Cobar Public School,,,,,Cobar,NSW,2835,Government,Primary,http://www.cobar-p.schools.nsw.edu.au,Yes,"U, K-6",Remote,15,15,8,4.5,240,127,113,240,31,6,possibly no
43021,10959,,Oberon Public School,,,,,Oberon,NSW,2787,Government,Primary,http://www.oberon-p.schools.nsw.edu.au/,Yes,K-6,Inner Regional,10,14.5,4,2.5,240,109,131,240,14,7,possibly no
44158,8505,,Lilydale Primary School,,,,,Lilydale,VIC,3140,Government,Primary,http://www.lilydaleps.vic.edu.au,Yes,Prep-6,Major Cities,16,14.5,9,5.8,240,122,118,240,4,15,Yes
44484,8495,,Launching Place Primary School,,,,,Launching Place,VIC,3139,Government,Primary,http://www.launchps.vic.edu.au/,Yes,Prep-6,Inner Regional,18,16.2,10,6.4,240,112,128,240,1,3,possibly no
49754,373,,St Patrick's School,,,,,Mansfield Park,SA,5012,Catholic,Primary,http://www.stpatsmp.catholic.edu.au,Yes,R-7,Major Cities,23,14.4,14,6.5,240,118,122,240,2,73,most likely
41948,9123,,Newcastle East Public School,,,,,Newcastle,NSW,2300,Government,Primary,http://www.newcastlee-p.schools.nsw.edu.au,Yes,K-6,Major Cities,13,14.3,3,2.3,239,104,135,239,3,19,possibly no
43134,1329,,St Patrick's Parish School,,,,,Cooma,NSW,2630,Catholic,Combined,http://www.stpatscooma.nsw.edu.au,Yes,K-10,Inner Regional,27,19.4,9,4.5,239,120,119,239,4,4,Yes
43290,1588,,St Benedict's Primary School,,,,,Edgeworth,NSW,2285,Catholic,Primary,http://edgeworth.catholic.edu.au/,Yes,K-6,Major Cities,21,15.5,8,3.7,239,125,114,239,7,13,possibly no
44075,11315,,Huntly Primary School,,,,,Huntly,VIC,3551,Government,Primary,http://www.huntly-ps.vic.edu.au/,Yes,Prep-6,Inner Regional,17,14.8,6,3.8,239,115,124,239,8,2,Yes
44279,11465,,Mooroopna Primary School,,,,,Mooroopna,VIC,3629,Government,Primary,http://www.mooroopna.vic.edu.au,Yes,Prep-6,Inner Regional,23,21.4,12,9.5,239,130,109,239,17,8,possibly no
45676,1029,,St James' School,,,,,Brighton,VIC,3186,Catholic,Primary,http://www.stjamesbrighton.catholic.edu.au,Yes,Prep-6,Major Cities,21,14.1,5,2.9,239,146,93,239,0,17,Yes
45683,907,,St Ambrose's School,,,,,Woodend,VIC,3442,Catholic,Primary,http://www.sawoodend.catholic.edu.au,Yes,Prep-6,Inner Regional,19,14.1,11,7.2,239,111,128,239,0,8,most likely
46055,3401,,St Paul Apostle South School,,,,,Endeavour Hills,VIC,3802,Catholic,Primary,http://www.spsendeavourhills.catholic.edu.au,Yes,Prep-6,Major Cities,22,16,7,5,239,113,126,239,0,61,possibly no
49735,319,,St Gabriel's School,,,,,Enfield,SA,5085,Catholic,Primary,http://www.sgs.catholic.edu.au,Yes,R-7,Major Cities,19,14.9,7,4,239,127,112,239,0,46,possibly no
43770,80047,,Calderwood Christian School,,,,,Albion Park,NSW,2527,Independent,Combined,http://www.calderwoodcs.nsw.edu.au,Yes,K-12,Inner Regional,29,22.1,22,9.1,238,125,113,238,3,12,possibly no
47138,51629,,St Bernard State School,,,,,Tamborine Mountain,QLD,4272,Government,Primary,http://www.stbernardss.eq.edu.au,Yes,Prep-6,Major Cities,22,16.1,13,7.9,238,105,133,238,0,10,possibly no
48017,2551,,Gold Coast Christian College,,,,,Reedy Creek,QLD,4227,Independent,Combined,http://www.goldcoastchristiancollege.qld.edu.au,Yes,Prep-12,Major Cities,21,19.7,16,10.6,238,122,116,238,4,5,possibly no
49607,6983,,Bellevue Heights Primary School,,,,,Bellevue Heights,SA,5050,Government,Primary,http://www.bellevueps.sa.edu.au,Yes,"U, R-7",Major Cities,23,18.5,15,9.3,238,115,123,238,2,38,possibly no
43123,11018,,Canowindra High School,,,,,Canowindra,NSW,2804,Government,Secondary,http://www.canowindra-h.schools.nsw.edu.au,Yes,7-12,Inner Regional,23,25.6,7,5.8,238,102,136,237.4,13,3,possibly no
47935,15340,,Lighthouse Christian School,,,,,Norman Gardens,QLD,4701,Independent,Combined,http://www.lighthousebaptist.com.au,Yes,Prep-12,Inner Regional,20,18.2,21,15.3,238,119,119,237,8,28,Yes
50552,29360,,Hammond Park Catholic Primary School,,,,,Hammond Park,WA,6164,Catholic,Primary,https://hammondparkcps.wa.edu.au/,Yes,PP-6,Major Cities,20,16.9,14,10.9,238,123,115,238,1,20,Yes
40134,8182,,Rokeby Primary School,,,,,Rokeby,TAS,7019,Government,Primary,https://rokebyprimary.education.tas.edu.au/,Yes,K-6,Inner Regional,21,16.5,15,10.6,237,113,124,223.8,18,3,possibly no
40137,8185,,Richmond Primary School,,,,,Richmond,TAS,7025,Government,Primary,http://www.richmond.tased.edu.au/default.htm,Yes,K-6,Outer Regional,17,13.4,11,6.2,237,124,113,229,8,3,Yes
41665,10736,,Richmond North Public School,,,,,North Richmond,NSW,2754,Government,Primary,http://www.richmondn-p.schools.nsw.edu.au,Yes,K-6,Major Cities,15,18.8,5,2.4,237,114,123,237,8,9,possibly no
41859,9208,,Bellbird Public School,,,,,Bellbird,NSW,2325,Government,Primary,http://www.bellbird-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,13,13.5,4,2.4,237,106,131,237,17,0,Yes
41872,9003,,Cardiff Public School,,,,,Cardiff,NSW,2285,Government,Primary,http://www.cardiff-p.schools.nsw.edu.au,Yes,K-6,Major Cities,12,14.5,3,2.4,237,114,123,237,10,8,possibly no
42033,8712,,Mannering Park Public School,,,,,Mannering Park,NSW,2259,Government,Primary,http://www.manneringpark.ps.education.nsw.gov.au/,Yes,K-6,Major Cities,13,15.1,4,3.2,237,114,123,237,11,4,possibly no
42477,9428,,The Sir Henry Parkes Memorial Public School,,,,,Tenterfield,NSW,2372,Government,Primary,http://www.sirhparkes-p.schools.nsw.edu.au,Yes,"U, K-6",Outer Regional,10,14.4,5,4.5,237,116,121,237,19,4,Yes
43288,1627,,St Columba's Primary School,,,,,Adamstown,NSW,2289,Catholic,Primary,http://www.adamstownsc.catholic.edu.au,Yes,K-6,Major Cities,18,12.5,6,3.1,237,137,100,237,3,6,Yes
44187,11504,,Mickleham Primary School,,,,,Mickleham,VIC,3064,Government,Primary,http://www.micklehamps.vic.edu.au,Yes,Prep-6,Major Cities,16,13.9,8,5.3,237,108,129,237,6,41,Yes
44468,9595,,Portarlington Primary School,,,,,Portarlington,VIC,3223,Government,Primary,http://www.portps.vic.edu.au,Yes,Prep-6,Inner Regional,18,16.4,7,6.3,237,108,129,237,3,2,possibly no
44624,5143,,Fawkner Primary School,,,,,Fawkner,VIC,3060,Government,Primary,http://www.fawknerps.vic.edu.au,Yes,Prep-6,Major Cities,20,17.6,13,9.2,237,119,118,237,1,86,possibly no
44853,7573,,St Albans North Primary School,,,,,St Albans,VIC,3021,Government,Primary,http://www.stalbansnth.vic.edu.au,Yes,Prep-6,Major Cities,19,17.4,8,6.2,237,112,125,237,2,86,Yes
45876,1246,,St Theresa's School,,,,,Albion,VIC,3020,Catholic,Primary,http://www.stalbion.catholic.edu.au,Yes,Prep-6,Major Cities,23,17.2,6,3.5,237,116,121,237,1,53,Yes
46408,54452,,Clermont State School,,,,,Clermont,QLD,4721,Government,Primary,http://www.clermontss.eq.edu.au,Yes,Prep-6,Remote,19,17.8,12,7.7,237,111,126,237,5,2,Yes
46571,51972,,Warwick East State School,,,,,Warwick,QLD,4370,Government,Primary,http://www.warwickeastss.eq.edu.au,Yes,Prep-6,Inner Regional,22,19.2,18,10.7,237,117,120,237,20,1,possibly no
48637,8974,,Mullaloo Heights Primary School,,,,,Mullaloo,WA,6027,Government,Primary,http://www.mullalooheightsps.wa.edu.au/,Yes,K-6,Major Cities,17,13.5,15,9,237,112,125,229.8,1,10,possibly no
49263,7151,,One Tree Hill Primary School,,,,,One Tree Hill,SA,5114,Government,Primary,http://www.othc7.sa.edu.au,Yes,R-7,Major Cities,17,14.6,15,8.8,237,120,117,237,2,2,possibly no
49352,7348,,Barmera Primary School,,,,,Barmera,SA,5345,Government,Primary,http://www.barmeraps.sa.edu.au,Yes,R-7,Outer Regional,23,20,15,10.2,237,110,127,237,16,12,possibly no
49657,7259,,Mount Barker South Primary School,,,,,Mount Barker,SA,5251,Government,Primary,http://www.mtbsouthps.sa.edu.au,Yes,"U, R-7",Inner Regional,16,14.6,12,8.3,237,115,122,237,9,15,Yes
49741,386,,St Thomas More School,,,,,Elizabeth Park,SA,5113,Catholic,Primary,http://www.sttmore.catholic.edu.au,Yes,R-7,Major Cities,16,13.1,15,7,237,121,116,237,6,19,possibly no
49937,14382,,Calwell Primary School,,,,,Calwell,ACT,2905,Government,Primary,http://www.calwellps.act.edu.au/,Yes,K-6,Major Cities,17,16.6,7,5.9,237,128,109,237,5,19,Yes
49994,22837,,Islamic School of Canberra,,,,,Weston,ACT,2611,Independent,Combined,http://www.islamicschoolofcanberra.act.edu.au/,Yes,K-7,Major Cities,17,16.1,10,7.3,237,122,115,237,0,95,Yes
40011,22,,Sacred Heart Catholic School,,,,,Ulverstone,TAS,7315,Catholic,Primary,http://www.shu.tas.edu.au,Yes,Prep-6,Outer Regional,19,13.8,19,7.8,236,108,128,236,13,2,most likely
42887,10023,,Barrack Heights Public School,,,,,Barrack Heights,NSW,2528,Government,Primary,http://www.barrackht-p.schools.nsw.edu.au,Yes,"U, K-6",Major Cities,14,17,9,5.5,236,98,138,236,21,18,possibly no
43179,1592,,St Bernadette's Primary School,,,,,Lalor Park,NSW,2147,Catholic,Primary,http://www.stbernadetteslalorpark.catholic.edu.au,Yes,K-6,Major Cities,19,17.2,10,6.5,236,122,114,236,2,52,possibly no
45505,6216,,Lakes Entrance Secondary College,,,,,Lakes Entrance,VIC,3909,Government,Secondary,http://www.lakessc.vic.edu.au,Yes,7-12,Outer Regional,24,22.6,19,14.8,236,124,112,235.6,14,3,possibly no
45885,814,,Holy Spirit School,,,,,Thornbury,VIC,3071,Catholic,Primary,http://www.hsthornburyeast.catholic.edu.au,Yes,Prep-6,Major Cities,19,15.2,12,4.3,236,104,132,235.4,0,50,Yes
46030,2434,,St Jude's School,,,,,Langwarrin,VIC,3910,Catholic,Primary,http://www.sjlangwarrin.catholic.edu.au,Yes,Prep-6,Major Cities,21,14.6,10,5.3,236,101,135,236,0,15,Yes
47136,55069,,Mundubbera State School,,,,,Mundubbera,QLD,4626,Government,Combined,http://www.mundubberass.eq.edu.au,Yes,Prep-10,Outer Regional,30,26.2,26,15.5,236,115,121,236,8,13,Yes
48115,28541,,Arethusa College,,,,,Deception Bay,QLD,4508,Independent,Special,http://arethusa.qld.edu.au/,Yes,7-12,Major Cities,29,25.1,41,21.4,236,71,163,236,30,7,possibly no
49446,7449,,Central Yorke School,,,,,Maitland,SA,5573,Government,Combined,http://maitlandas.yorke.net.au/,Yes,R-12,Outer Regional,27,25.4,31,19.5,236,111,125,235.1,34,12,possibly no
40790,26775,,Hunter Trade College,,,,,Telarah,NSW,2320,Independent,Secondary,http://www.htc.nsw.edu.au,Yes,11-12,Major Cities,15,12.8,15,14.2,235,5,230,235,8,2,possibly no
41087,7570,,Matraville Soldiers Settlement Public School,,,,,Matraville,NSW,2036,Government,Primary,http://www.matravilss-p.schools.nsw.edu.au,Yes,P-6,Major Cities,10,15.1,6,4.6,235,123,112,235,28,38,Yes
41649,7825,,The Meadows Public School,,,,,Seven Hills,NSW,2147,Government,Primary,http://www.themeadows-p.schools.nsw.edu.au/,Yes,"U, K-6",Major Cities,18,21.1,7,4.4,235,110,125,235,13,55,possibly no
41746,10794,,Blackett Public School,,,,,Blackett,NSW,2770,Government,Primary,http://www.blackett-p.schools.nsw.edu.au,Yes,"U, K-6",Major Cities,18,19.2,8,7.7,235,111,124,235,29,23,Yes
41968,8960,,Swansea Public School,,,,,Swansea,NSW,2281,Government,Primary,http://www.swansea-p.schools.nsw.edu.au,Yes,K-6,Major Cities,13,14.9,4,2.4,235,124,111,235,16,5,Yes
42363,24012,,North East Public School of Distance Education,,,,,Port Macquarie,NSW,2444,Government,Primary,http://www.nepsode.org.au/,Yes,K-6,Inner Regional,15,19.8,4,5.5,235,104,131,235,8,7,Yes
42843,10026,,Lake Illawarra South Public School,,,,,Lake Illawarra,NSW,2528,Government,Primary,http://www.lakeillaws-p.schools.nsw.edu.au,Yes,K-6,Major Cities,12,14.2,3,2.4,235,119,116,235,8,16,possibly no
44228,9971,,Portland North Primary School,,,,,Portland North,VIC,3305,Government,Primary,http://www.portlandnorthps.vic.edu.au,Yes,Prep-6,Outer Regional,16,14,13,7.3,235,116,119,235,4,1,possibly no
44646,12277,,Wonthaggi North Primary School,,,,,Wonthaggi,VIC,3995,Government,Primary,http://www.wonthagginorthps.vic.edu.au/,Yes,Prep-6,Inner Regional,19,16.7,9,5,235,107,128,234.6,3,8,Yes
46434,52360,,Gympie Central State School,,,,,Gympie,QLD,4570,Government,Primary,http://www.gympiecentralss.eq.edu.au,Yes,Prep-6,Inner Regional,18,16.4,15,10.1,235,109,126,235,7,6,most likely
46601,52773,,Kalkie State School,,,,,Kalkie,QLD,4670,Government,Primary,http://www.kalkiess.eq.edu.au,Yes,Prep-6,Inner Regional,22,19.3,20,10.7,235,112,123,235,10,8,Yes
47775,598,,St Joseph's School,,,,,Chinchilla,QLD,4413,Catholic,Primary,http://www.chinchilla.catholic.edu.au,Yes,Prep-6,Outer Regional,17,13.4,9,5.7,235,106,129,235,4,6,possibly no
